,District,Crop,Price Date,Crop Price (Rs per quintal)
22628,Thiruvarur,Bengal Gram,Dec-2015,5465
22629,Thiruvarur,Bengal Gram,Dec-2015,5335
22630,Thiruvarur,Bengal Gram,Jan-2016,5415
22631,Thiruvarur,Bengal Gram,Jan-2016,5470
22632,Thiruvarur,Bengal Gram,Jan-2016,5495
22633,Thiruvarur,Bengal Gram,Feb-2016,5385
22634,Thiruvarur,Bengal Gram,Feb-2016,5405
22635,Thiruvarur,Bengal Gram,Feb-2016,5355
22636,Thiruvarur,Bengal Gram,Feb-2016,5490
22637,Thiruvarur,Bengal Gram,Feb-2016,5510
22638,Thiruvarur,Bengal Gram,Mar-2016,5410
22639,Thiruvarur,Bengal Gram,Mar-2016,5395
22640,Thiruvarur,Bengal Gram,Mar-2016,5400
22641,Thiruvarur,Bengal Gram,Mar-2016,5430
22642,Thiruvarur,Bengal Gram,Mar-2016,5475
22643,Thiruvarur,Bengal Gram,Mar-2016,5450
22644,Thiruvarur,Bengal Gram,Apr-2016,5380
22645,Thiruvarur,Bengal Gram,Apr-2016,5360
22646,Thiruvarur,Bengal Gram,Apr-2016,5515
22647,Thiruvarur,Bengal Gram,Apr-2016,5385
22648,Thiruvarur,Bengal Gram,Apr-2016,5450
22649,Thiruvarur,Bengal Gram,May-2016,5405
22650,Thiruvarur,Bengal Gram,May-2016,5475
22651,Thiruvarur,Bengal Gram,May-2016,5510
22652,Thiruvarur,Bengal Gram,May-2016,5375
22653,Thiruvarur,Bengal Gram,May-2016,5505
22654,Thiruvarur,Bengal Gram,May-2016,5350
22655,Thiruvarur,Bengal Gram,Jun-2016,5390
22656,Thiruvarur,Bengal Gram,Jun-2016,5410
22657,Thiruvarur,Bengal Gram,Jun-2016,5405
22658,Thiruvarur,Bengal Gram,Jun-2016,5460
22659,Thiruvarur,Bengal Gram,Jun-2016,5420
22660,Thiruvarur,Bengal Gram,Jul-2016,5430
22661,Thiruvarur,Bengal Gram,Jul-2016,5440
22662,Thiruvarur,Bengal Gram,Jul-2016,5325
22663,Thiruvarur,Bengal Gram,Jul-2016,5455
22664,Thiruvarur,Bengal Gram,Aug-2016,5395
22665,Thiruvarur,Bengal Gram,Aug-2016,5480
22666,Thiruvarur,Bengal Gram,Aug-2016,5360
22667,Thiruvarur,Bengal Gram,Sep-2016,5465
22668,Thiruvarur,Bengal Gram,Sep-2016,5460
22669,Thiruvarur,Bengal Gram,Oct-2016,5460
22670,Thiruvarur,Bengal Gram,Oct-2016,5515
22671,Thiruvarur,Bengal Gram,Oct-2016,5460
22672,Thiruvarur,Bengal Gram,Oct-2016,5400
22673,Thiruvarur,Bengal Gram,Nov-2016,5355
22674,Thiruvarur,Bengal Gram,Nov-2016,5430
22675,Thiruvarur,Bengal Gram,Dec-2016,5390
22676,Thiruvarur,Bengal Gram,Nov-2017,5500
22677,Thiruvarur,Bengal Gram,Feb-2018,5395
22678,Thiruvarur,Bengal Gram,Feb-2018,5390
22679,Thiruvarur,Bengal Gram,Mar-2018,5335
22680,Thiruvarur,Bengal Gram,Mar-2018,5385
22681,Thiruvarur,Bengal Gram,Mar-2018,5370
22682,Thiruvarur,Bengal Gram,Apr-2018,5430
22683,Thiruvarur,Bengal Gram,Apr-2018,5450
22684,Thiruvarur,Bengal Gram,Apr-2018,5450
22685,Thiruvarur,Bengal Gram,May-2018,5475
22686,Thiruvarur,Bengal Gram,May-2018,5450
22687,Thiruvarur,Bengal Gram,May-2018,5465
22688,Thiruvarur,Bengal Gram,May-2018,5450
22689,Thiruvarur,Bengal Gram,Jun-2019,5435
22690,Thiruvarur,Bengal Gram,Mar-2023,5500
22691,Thiruvarur,Black Gram,Jan-2020,6155
22692,Thiruvarur,Black Gram,Jan-2020,6125
22693,Thiruvarur,Black Gram,Jan-2020,6120
22694,Thiruvarur,Black Gram,Feb-2020,6135
22695,Thiruvarur,Black Gram,Feb-2020,6130
22696,Thiruvarur,Black Gram,Mar-2020,6175
22697,Thiruvarur,Black Gram,Mar-2020,6070
22698,Thiruvarur,Black Gram,Mar-2020,6200
22699,Thiruvarur,Black Gram,Apr-2020,6095
22700,Thiruvarur,Black Gram,Apr-2020,6035
22701,Thiruvarur,Black Gram,Apr-2020,6020
22702,Thiruvarur,Black Gram,May-2020,6055
22703,Thiruvarur,Black Gram,May-2020,6145
22704,Thiruvarur,Black Gram,May-2020,6030
22705,Thiruvarur,Black Gram,Jun-2020,6075
22706,Thiruvarur,Black Gram,Jun-2020,6105
22707,Thiruvarur,Black Gram,Jun-2020,6070
22708,Thiruvarur,Black Gram,Jul-2020,6040
22709,Thiruvarur,Black Gram,Jul-2020,6170
22710,Thiruvarur,Black Gram,Jul-2020,6195
22711,Thiruvarur,Black Gram,Aug-2020,6125
22712,Thiruvarur,Black Gram,Aug-2020,6120
22713,Thiruvarur,Black Gram,Aug-2020,6130
22714,Thiruvarur,Black Gram,Sep-2020,6120
22715,Thiruvarur,Black Gram,Sep-2020,6105
22716,Thiruvarur,Black Gram,Oct-2020,6170
22717,Thiruvarur,Black Gram,Oct-2020,6160
22718,Thiruvarur,Black Gram,Oct-2020,6085
22719,Thiruvarur,Black Gram,Nov-2020,6185
22720,Thiruvarur,Black Gram,Nov-2020,6160
22721,Thiruvarur,Black Gram,Nov-2020,6025
22722,Thiruvarur,Black Gram,Dec-2020,6140
22723,Thiruvarur,Black Gram,Dec-2020,6195
22724,Thiruvarur,Black Gram,Dec-2020,6205
22725,Thiruvarur,Black Gram,Jan-2021,6075
22726,Thiruvarur,Black Gram,Jan-2021,6190
22727,Thiruvarur,Black Gram,Feb-2021,6020
22728,Thiruvarur,Black Gram,Feb-2021,6085
22729,Thiruvarur,Black Gram,Feb-2021,6070
22730,Thiruvarur,Black Gram,Mar-2021,6075
22731,Thiruvarur,Black Gram,Mar-2021,6140
22732,Thiruvarur,Black Gram,Apr-2021,6060
22733,Thiruvarur,Black Gram,Apr-2021,6120
22734,Thiruvarur,Black Gram,Apr-2021,6205
22735,Thiruvarur,Black Gram,May-2021,6130
22736,Thiruvarur,Black Gram,May-2021,6040
22737,Thiruvarur,Black Gram,May-2021,6115
22738,Thiruvarur,Black Gram,Jun-2021,6075
22739,Thiruvarur,Black Gram,Jun-2021,6010
22740,Thiruvarur,Black Gram,Jun-2021,6135
22741,Thiruvarur,Black Gram,Jul-2021,6035
22742,Thiruvarur,Black Gram,Jul-2021,6155
22743,Thiruvarur,Black Gram,Jul-2021,6120
22744,Thiruvarur,Black Gram,Aug-2021,6050
22745,Thiruvarur,Black Gram,Aug-2021,6060
22746,Thiruvarur,Black Gram,Sep-2021,6025
22747,Thiruvarur,Black Gram,Sep-2021,6035
22748,Thiruvarur,Black Gram,Sep-2021,6115
22749,Thiruvarur,Black Gram,Oct-2021,6150
22750,Thiruvarur,Black Gram,Oct-2021,6065
22751,Thiruvarur,Black Gram,Nov-2021,6040
22752,Thiruvarur,Black Gram,Nov-2021,6200
22753,Thiruvarur,Black Gram,Dec-2021,6100
22754,Thiruvarur,Black Gram,Dec-2021,6095
22755,Thiruvarur,Black Gram,Dec-2021,6175
22756,Thiruvarur,Black Gram,Jan-2022,6145
22757,Thiruvarur,Black Gram,Jan-2022,6190
22758,Thiruvarur,Black Gram,Feb-2022,6065
22759,Thiruvarur,Black Gram,Feb-2022,6075
22760,Thiruvarur,Black Gram,Feb-2022,6185
22761,Thiruvarur,Black Gram,Mar-2022,6025
22762,Thiruvarur,Black Gram,Mar-2022,6070
22763,Thiruvarur,Black Gram,Mar-2022,6205
22764,Thiruvarur,Black Gram,Apr-2022,6030
22765,Thiruvarur,Black Gram,Apr-2022,6060
22766,Thiruvarur,Black Gram,Apr-2022,6030
22767,Thiruvarur,Black Gram,May-2022,6050
22768,Thiruvarur,Black Gram,May-2022,6060
22769,Thiruvarur,Black Gram,May-2022,6030
22770,Thiruvarur,Black Gram,Jun-2022,6025
22771,Thiruvarur,Black Gram,Jun-2022,6060
22772,Thiruvarur,Black Gram,Jun-2022,6160
22773,Thiruvarur,Black Gram,Jul-2022,6050
22774,Thiruvarur,Black Gram,Jul-2022,6050
22775,Thiruvarur,Black Gram,Aug-2022,6090
22776,Thiruvarur,Black Gram,Aug-2022,6020
22777,Thiruvarur,Black Gram,Aug-2022,6015
22778,Thiruvarur,Black Gram,Sep-2022,6050
22779,Thiruvarur,Black Gram,Sep-2022,6080
22780,Thiruvarur,Black Gram,Sep-2022,6130
22781,Thiruvarur,Black Gram,Oct-2022,6080
22782,Thiruvarur,Black Gram,Oct-2022,6180
22783,Thiruvarur,Black Gram,Oct-2022,6075
22784,Thiruvarur,Black Gram,Nov-2022,6100
22785,Thiruvarur,Black Gram,Nov-2022,6115
22786,Thiruvarur,Black Gram,Dec-2022,6020
22787,Thiruvarur,Black Gram,Dec-2022,6030
22788,Thiruvarur,Black Gram,Dec-2022,6135
22789,Thiruvarur,Black Gram,Jan-2023,6150
22790,Thiruvarur,Black Gram,Jan-2023,6075
22791,Thiruvarur,Black Gram,Jan-2023,6025
22792,Thiruvarur,Black Gram,Feb-2023,6070
22793,Thiruvarur,Black Gram,Feb-2023,6010
22794,Thiruvarur,Black Gram,Feb-2023,6130
22795,Thiruvarur,Black Gram,Mar-2023,6105
22796,Thiruvarur,Black Gram,Mar-2023,6200
22797,Thiruvarur,Black Gram,Mar-2023,6105
22798,Thiruvarur,Coconut,Jan-2019,2485
22799,Thiruvarur,Coconut,Jan-2019,2615
22800,Thiruvarur,Coconut,Feb-2019,2575
22801,Thiruvarur,Coconut,Feb-2019,2540
22802,Thiruvarur,Coconut,Mar-2019,2475
22803,Thiruvarur,Coconut,Mar-2019,2595
22804,Thiruvarur,Coconut,Apr-2019,2455
22805,Thiruvarur,Coconut,Apr-2019,2605
22806,Thiruvarur,Coconut,May-2019,2580
22807,Thiruvarur,Coconut,May-2019,2550
22808,Thiruvarur,Coconut,Jun-2019,2575
22809,Thiruvarur,Coconut,Jun-2019,2565
22810,Thiruvarur,Coconut,Jul-2019,2480
22811,Thiruvarur,Coconut,Aug-2019,2520
22812,Thiruvarur,Coconut,Aug-2019,2520
22813,Thiruvarur,Coconut,Sep-2019,2535
22814,Thiruvarur,Coconut,Sep-2019,2560
22815,Thiruvarur,Coconut,Oct-2019,2515
22816,Thiruvarur,Coconut,Oct-2019,2555
22817,Thiruvarur,Coconut,Nov-2019,2500
22818,Thiruvarur,Coconut,Nov-2019,2450
22819,Thiruvarur,Coconut,Dec-2019,2510
22820,Thiruvarur,Coconut,Dec-2019,2585
22821,Thiruvarur,Coconut,Jan-2020,2470
22822,Thiruvarur,Coconut,Jan-2020,2545
22823,Thiruvarur,Coconut,Feb-2020,2465
22824,Thiruvarur,Coconut,Feb-2020,2475
22825,Thiruvarur,Coconut,Mar-2020,2450
22826,Thiruvarur,Coconut,Mar-2020,2565
22827,Thiruvarur,Coconut,Apr-2020,2500
22828,Thiruvarur,Coconut,Apr-2020,2625
22829,Thiruvarur,Coconut,May-2020,2570
22830,Thiruvarur,Coconut,May-2020,2595
22831,Thiruvarur,Coconut,Jun-2020,2465
22832,Thiruvarur,Coconut,Jun-2020,2445
22833,Thiruvarur,Coconut,Jul-2020,2450
22834,Thiruvarur,Coconut,Jul-2020,2495
22835,Thiruvarur,Coconut,Aug-2020,2545
22836,Thiruvarur,Coconut,Aug-2020,2580
22837,Thiruvarur,Coconut,Sep-2020,2455
22838,Thiruvarur,Coconut,Sep-2020,2610
22839,Thiruvarur,Coconut,Oct-2020,2450
22840,Thiruvarur,Coconut,Oct-2020,2535
22841,Thiruvarur,Coconut,Nov-2020,2475
22842,Thiruvarur,Coconut,Nov-2020,2560
22843,Thiruvarur,Coconut,Dec-2020,2465
22844,Thiruvarur,Coconut,Dec-2020,2515
22845,Thiruvarur,Coconut,Jan-2021,2530
22846,Thiruvarur,Coconut,Jan-2021,2635
22847,Thiruvarur,Coconut,Feb-2021,2455
22848,Thiruvarur,Coconut,Feb-2021,2595
22849,Thiruvarur,Coconut,Mar-2021,2540
22850,Thiruvarur,Coconut,Mar-2021,2500
22851,Thiruvarur,Coconut,Apr-2021,2515
22852,Thiruvarur,Coconut,Apr-2021,2500
22853,Thiruvarur,Coconut,May-2021,2635
22854,Thiruvarur,Coconut,May-2021,2565
22855,Thiruvarur,Coconut,Jun-2021,2480
22856,Thiruvarur,Coconut,Jun-2021,2565
22857,Thiruvarur,Coconut,Jul-2021,2485
22858,Thiruvarur,Coconut,Jul-2021,2480
22859,Thiruvarur,Coconut,Aug-2021,2440
22860,Thiruvarur,Coconut,Aug-2021,2555
22861,Thiruvarur,Coconut,Sep-2021,2615
22862,Thiruvarur,Coconut,Sep-2021,2465
22863,Thiruvarur,Coconut,Oct-2021,2550
22864,Thiruvarur,Coconut,Oct-2021,2515
22865,Thiruvarur,Coconut,Nov-2021,2505
22866,Thiruvarur,Coconut,Nov-2021,2535
22867,Thiruvarur,Coconut,Dec-2021,2555
22868,Thiruvarur,Coconut,Dec-2021,2575
22869,Thiruvarur,Coconut,Jan-2022,2585
22870,Thiruvarur,Coconut,Feb-2022,2605
22871,Thiruvarur,Coconut,Feb-2022,2470
22872,Thiruvarur,Coconut,Mar-2022,2510
22873,Thiruvarur,Coconut,Mar-2022,2455
22874,Thiruvarur,Coconut,Apr-2022,2485
22875,Thiruvarur,Coconut,Apr-2022,2500
22876,Thiruvarur,Coconut,May-2022,2635
22877,Thiruvarur,Coconut,May-2022,2525
22878,Thiruvarur,Coconut,Jun-2022,2520
22879,Thiruvarur,Coconut,Jun-2022,2455
22880,Thiruvarur,Coconut,Jul-2022,2470
22881,Thiruvarur,Coconut,Jul-2022,2575
22882,Thiruvarur,Coconut,Aug-2022,2620
22883,Thiruvarur,Coconut,Aug-2022,2630
22884,Thiruvarur,Coconut,Sep-2022,2505
22885,Thiruvarur,Coconut,Sep-2022,2590
22886,Thiruvarur,Coconut,Oct-2022,2575
22887,Thiruvarur,Coconut,Oct-2022,2485
22888,Thiruvarur,Coconut,Nov-2022,2595
22889,Thiruvarur,Coconut,Nov-2022,2555
22890,Thiruvarur,Coconut,Dec-2022,2455
22891,Thiruvarur,Coconut,Dec-2022,2510
22892,Thiruvarur,Coconut,Jan-2023,2600
22893,Thiruvarur,Coconut,Jan-2023,2540
22894,Thiruvarur,Coconut,Feb-2023,2600
22895,Thiruvarur,Coconut,Feb-2023,2555
22896,Thiruvarur,Coconut,Mar-2023,2480
22897,Thiruvarur,Coconut,Mar-2023,2455
22898,Thiruvarur,Green Gram,Jan-2018,5420
22899,Thiruvarur,Green Gram,Jan-2018,5295
22900,Thiruvarur,Green Gram,Jan-2018,5270
22901,Thiruvarur,Green Gram,Feb-2018,5275
22902,Thiruvarur,Green Gram,Feb-2018,5350
22903,Thiruvarur,Green Gram,Mar-2018,5250
22904,Thiruvarur,Green Gram,Mar-2018,5385
22905,Thiruvarur,Green Gram,Mar-2018,5285
22906,Thiruvarur,Green Gram,Apr-2018,5300
22907,Thiruvarur,Green Gram,Apr-2018,5270
22908,Thiruvarur,Green Gram,Apr-2018,5425
22909,Thiruvarur,Green Gram,May-2018,5240
22910,Thiruvarur,Green Gram,May-2018,5390
22911,Thiruvarur,Green Gram,May-2018,5375
22912,Thiruvarur,Green Gram,Jun-2018,5285
22913,Thiruvarur,Green Gram,Jun-2018,5320
22914,Thiruvarur,Green Gram,Jul-2018,5290
22915,Thiruvarur,Green Gram,Jul-2018,5230
22916,Thiruvarur,Green Gram,Aug-2018,5335
22917,Thiruvarur,Green Gram,Aug-2018,5230
22918,Thiruvarur,Green Gram,Sep-2018,5270
22919,Thiruvarur,Green Gram,Sep-2018,5375
22920,Thiruvarur,Green Gram,Sep-2018,5360
22921,Thiruvarur,Green Gram,Oct-2018,5275
22922,Thiruvarur,Green Gram,Nov-2018,5350
22923,Thiruvarur,Green Gram,Dec-2018,5280
22924,Thiruvarur,Green Gram,Dec-2018,5360
22925,Thiruvarur,Green Gram,Jan-2019,5375
22926,Thiruvarur,Green Gram,Jan-2019,5275
22927,Thiruvarur,Green Gram,Feb-2019,5340
22928,Thiruvarur,Green Gram,Feb-2019,5245
22929,Thiruvarur,Green Gram,Feb-2019,5270
22930,Thiruvarur,Green Gram,Feb-2019,5355
22931,Thiruvarur,Green Gram,Mar-2019,5245
22932,Thiruvarur,Green Gram,Mar-2019,5370
22933,Thiruvarur,Green Gram,Mar-2019,5345
22934,Thiruvarur,Green Gram,Apr-2019,5430
22935,Thiruvarur,Green Gram,Apr-2019,5420
22936,Thiruvarur,Green Gram,Apr-2019,5310
22937,Thiruvarur,Green Gram,May-2019,5350
22938,Thiruvarur,Green Gram,May-2019,5350
22939,Thiruvarur,Green Gram,May-2019,5285
22940,Thiruvarur,Green Gram,Jun-2019,5405
22941,Thiruvarur,Green Gram,Jun-2019,5335
22942,Thiruvarur,Green Gram,Jul-2019,5315
22943,Thiruvarur,Green Gram,Jul-2019,5260
22944,Thiruvarur,Green Gram,Jul-2019,5385
22945,Thiruvarur,Green Gram,Aug-2019,5290
22946,Thiruvarur,Green Gram,Aug-2019,5425
22947,Thiruvarur,Green Gram,Sep-2019,5370
22948,Thiruvarur,Green Gram,Sep-2019,5415
22949,Thiruvarur,Green Gram,Oct-2019,5300
22950,Thiruvarur,Green Gram,Oct-2019,5310
22951,Thiruvarur,Green Gram,Nov-2019,5330
22952,Thiruvarur,Green Gram,Nov-2019,5285
22953,Thiruvarur,Green Gram,Dec-2019,5420
22954,Thiruvarur,Green Gram,Dec-2019,5245
22955,Thiruvarur,Green Gram,Jan-2020,5230
22956,Thiruvarur,Green Gram,Jan-2020,5295
22957,Thiruvarur,Green Gram,Jan-2020,5395
22958,Thiruvarur,Green Gram,Feb-2020,5260
22959,Thiruvarur,Green Gram,Feb-2020,5410
22960,Thiruvarur,Green Gram,Feb-2020,5390
22961,Thiruvarur,Green Gram,Mar-2020,5255
22962,Thiruvarur,Green Gram,Mar-2020,5385
22963,Thiruvarur,Green Gram,Apr-2020,5245
22964,Thiruvarur,Green Gram,Apr-2020,5305
22965,Thiruvarur,Green Gram,May-2020,5285
22966,Thiruvarur,Green Gram,May-2020,5425
22967,Thiruvarur,Green Gram,May-2020,5240
22968,Thiruvarur,Green Gram,Jun-2020,5285
22969,Thiruvarur,Green Gram,Jun-2020,5395
22970,Thiruvarur,Green Gram,Jun-2020,5405
22971,Thiruvarur,Green Gram,Jul-2020,5300
22972,Thiruvarur,Green Gram,Aug-2020,5295
22973,Thiruvarur,Green Gram,Aug-2020,5280
22974,Thiruvarur,Green Gram,Sep-2020,5270
22975,Thiruvarur,Green Gram,Sep-2020,5280
22976,Thiruvarur,Green Gram,Nov-2020,5280
22977,Thiruvarur,Green Gram,Dec-2020,5350
22978,Thiruvarur,Green Gram,Jan-2021,5265
22979,Thiruvarur,Green Gram,Feb-2021,5325
22980,Thiruvarur,Green Gram,Feb-2021,5410
22981,Thiruvarur,Green Gram,Mar-2021,5255
22982,Thiruvarur,Green Gram,Apr-2021,5320
22983,Thiruvarur,Green Gram,Apr-2021,5275
22984,Thiruvarur,Green Gram,Jun-2021,5395
22985,Thiruvarur,Green Gram,Jun-2021,5245
22986,Thiruvarur,Green Gram,Nov-2021,5275
22987,Thiruvarur,Green Gram,Jan-2022,5340
22988,Thiruvarur,Green Gram,Feb-2022,5400
22989,Thiruvarur,Green Gram,Feb-2022,5405
22990,Thiruvarur,Green Gram,Mar-2022,5400
22991,Thiruvarur,Green Gram,Mar-2022,5265
22992,Thiruvarur,Green Gram,Apr-2022,5335
22993,Thiruvarur,Green Gram,Apr-2022,5335
22994,Thiruvarur,Green Gram,May-2022,5370
22995,Thiruvarur,Green Gram,May-2022,5255
22996,Thiruvarur,Green Gram,Jun-2022,5315
22997,Thiruvarur,Green Gram,Jun-2022,5240
22998,Thiruvarur,Green Gram,Jul-2022,5380
22999,Thiruvarur,Green Gram,Aug-2022,5275
23000,Thiruvarur,Green Gram,Sep-2022,5395
23001,Thiruvarur,Green Gram,Oct-2022,5330
23002,Thiruvarur,Green Gram,Jan-2023,5375
23003,Thiruvarur,Green Gram,Jan-2023,5230
23004,Thiruvarur,Green Gram,Jan-2023,5330
23005,Thiruvarur,Green Gram,Feb-2023,5315
23006,Thiruvarur,Green Gram,Feb-2023,5350
23007,Thiruvarur,Green Gram,Mar-2023,5420
23008,Thiruvarur,Green Gram,Mar-2023,5375
23009,Thiruvarur,Red Gram,Feb-2001,4850
23010,Thiruvarur,Red Gram,Mar-2001,4830
23011,Thiruvarur,Red Gram,Mar-2002,4700
23012,Thiruvarur,Red Gram,Feb-2003,4845
23013,Thiruvarur,Red Gram,Aug-2003,4750
23014,Thiruvarur,Red Gram,Mar-2004,4800
23015,Thiruvarur,Red Gram,Feb-2005,4715
23016,Thiruvarur,Red Gram,Apr-2005,4710
23017,Thiruvarur,Red Gram,Apr-2006,4710
23018,Thiruvarur,Red Gram,Feb-2007,4680
23019,Thiruvarur,Red Gram,Mar-2007,4795
23020,Thiruvarur,Red Gram,Feb-2008,4725
23021,Thiruvarur,Red Gram,Mar-2008,4780
23022,Thiruvarur,Red Gram,Jul-2008,4695
23023,Thiruvarur,Red Gram,Jan-2009,4810
23024,Thiruvarur,Red Gram,Mar-2009,4680
23025,Thiruvarur,Red Gram,Mar-2009,4770
23026,Thiruvarur,Red Gram,Mar-2010,4765
23027,Thiruvarur,Red Gram,Apr-2011,4675
23028,Thiruvarur,Red Gram,Mar-2012,4805
23029,Thiruvarur,Red Gram,Feb-2013,4695
23030,Thiruvarur,Red Gram,Mar-2013,4735
23031,Thiruvarur,Red Gram,Jun-2013,4840
23032,Thiruvarur,Red Gram,Mar-2014,4745
23033,Thiruvarur,Red Gram,Mar-2015,4825
23034,Thiruvarur,Red Gram,Feb-2016,4750
23035,Thiruvarur,Red Gram,Feb-2016,4810
23036,Thiruvarur,Red Gram,Feb-2016,4685
23037,Thiruvarur,Red Gram,Feb-2016,4685
23038,Thiruvarur,Red Gram,Feb-2016,4670
23039,Thiruvarur,Red Gram,Mar-2016,4780
23040,Thiruvarur,Red Gram,Mar-2016,4860
23041,Thiruvarur,Red Gram,Mar-2016,4765
23042,Thiruvarur,Red Gram,Jul-2016,4670
23043,Thiruvarur,Red Gram,Nov-2016,4830
23044,Thiruvarur,Red Gram,Jan-2017,4830
23045,Thiruvarur,Red Gram,Feb-2017,4705
23046,Thiruvarur,Red Gram,Feb-2017,4710
23047,Thiruvarur,Red Gram,Feb-2017,4845
23048,Thiruvarur,Red Gram,Feb-2017,4800
23049,Thiruvarur,Red Gram,Feb-2017,4750
23050,Thiruvarur,Red Gram,Mar-2017,4810
23051,Thiruvarur,Red Gram,Mar-2017,4730
23052,Thiruvarur,Red Gram,Mar-2017,4765
23053,Thiruvarur,Red Gram,Mar-2017,4835
23054,Thiruvarur,Red Gram,Mar-2017,4730
23055,Thiruvarur,Red Gram,Mar-2017,4845
23056,Thiruvarur,Red Gram,Mar-2017,4680
23057,Thiruvarur,Red Gram,Apr-2017,4725
23058,Thiruvarur,Red Gram,Apr-2017,4860
23059,Thiruvarur,Red Gram,Apr-2017,4840
23060,Thiruvarur,Red Gram,Apr-2017,4765
23061,Thiruvarur,Red Gram,May-2017,4805
23062,Thiruvarur,Red Gram,Aug-2017,4690
23063,Thiruvarur,Red Gram,Nov-2017,4810
23064,Thiruvarur,Red Gram,Jan-2018,4690
23065,Thiruvarur,Red Gram,Feb-2018,4735
23066,Thiruvarur,Red Gram,Feb-2018,4755
23067,Thiruvarur,Red Gram,Mar-2018,4770
23068,Thiruvarur,Red Gram,Mar-2018,4675
23069,Thiruvarur,Red Gram,Apr-2018,4860
23070,Thiruvarur,Red Gram,Jul-2018,4670
23071,Thiruvarur,Red Gram,Jan-2019,4865
23072,Thiruvarur,Red Gram,Jan-2019,4690
23073,Thiruvarur,Red Gram,Jan-2019,4715
23074,Thiruvarur,Red Gram,Feb-2019,4725
23075,Thiruvarur,Red Gram,Mar-2019,4850
23076,Thiruvarur,Red Gram,Jul-2019,4725
23077,Thiruvarur,Red Gram,Aug-2019,4775
23078,Thiruvarur,Red Gram,Sep-2019,4800
23079,Thiruvarur,Red Gram,Nov-2019,4850
23080,Thiruvarur,Red Gram,Nov-2019,4740
23081,Thiruvarur,Red Gram,Feb-2020,4800
23082,Thiruvarur,Red Gram,Mar-2020,4810
23083,Thiruvarur,Red Gram,Apr-2020,4695
23084,Thiruvarur,Red Gram,Jun-2020,4705
23085,Thiruvarur,Red Gram,Jun-2020,4745
23086,Thiruvarur,Red Gram,Jul-2020,4830
23087,Thiruvarur,Red Gram,Aug-2020,4710
23088,Thiruvarur,Red Gram,Oct-2020,4740
23089,Thiruvarur,Red Gram,Dec-2020,4755
23090,Thiruvarur,Red Gram,Jan-2021,4695
23091,Thiruvarur,Red Gram,Mar-2021,4685
23092,Thiruvarur,Red Gram,Apr-2021,4795
23093,Thiruvarur,Red Gram,Apr-2021,4710
23094,Thiruvarur,Red Gram,May-2021,4730
23095,Thiruvarur,Red Gram,Aug-2021,4670
23096,Thiruvarur,Red Gram,Aug-2021,4820
23097,Thiruvarur,Red Gram,Oct-2021,4720
23098,Thiruvarur,Red Gram,Jan-2022,4675
23099,Thiruvarur,Red Gram,Feb-2022,4800
23100,Thiruvarur,Red Gram,Feb-2022,4860
23101,Thiruvarur,Red Gram,Mar-2022,4835
23102,Thiruvarur,Red Gram,Mar-2022,4750
23103,Thiruvarur,Red Gram,Apr-2022,4670
23104,Thiruvarur,Red Gram,May-2022,4690
23105,Thiruvarur,Red Gram,Jun-2022,4685
23106,Thiruvarur,Red Gram,Jul-2022,4855
23107,Thiruvarur,Red Gram,Sep-2022,4795
23108,Thiruvarur,Red Gram,Sep-2022,4820
23109,Thiruvarur,Red Gram,Oct-2022,4815
23110,Thiruvarur,Red Gram,Oct-2022,4715
23111,Thiruvarur,Red Gram,Dec-2022,4740
23112,Thiruvarur,Red Gram,Jan-2023,4740
23113,Thiruvarur,Red Gram,Jan-2023,4715
23114,Thiruvarur,Red Gram,Feb-2023,4735
23115,Thiruvarur,Red Gram,Mar-2023,4730
23116,Thiruvarur,Rice,Apr-2010,1420
23117,Thiruvarur,Rice,Oct-2010,1335
23118,Thiruvarur,Rice,Jun-2011,1305
23119,Thiruvarur,Rice,Jul-2011,1330
23120,Thiruvarur,Rice,Oct-2012,1255
23121,Thiruvarur,Rice,Nov-2012,1385
23122,Thiruvarur,Rice,Dec-2012,1405
23123,Thiruvarur,Rice,Feb-2013,1415
23124,Thiruvarur,Rice,Apr-2013,1350
23125,Thiruvarur,Rice,Jul-2013,1400
23126,Thiruvarur,Rice,Oct-2013,1340
23127,Thiruvarur,Rice,Nov-2013,1410
23128,Thiruvarur,Rice,Feb-2014,1345
23129,Thiruvarur,Rice,Nov-2014,1305
23130,Thiruvarur,Rice,Jan-2015,1375
23131,Thiruvarur,Rice,Mar-2015,1305
23132,Thiruvarur,Rice,May-2015,1360
23133,Thiruvarur,Rice,Dec-2015,1410
23134,Thiruvarur,Rice,Feb-2016,1270
23135,Thiruvarur,Rice,Oct-2016,1275
23136,Thiruvarur,Rice,Jan-2017,1340
23137,Thiruvarur,Rice,Feb-2017,1265
23138,Thiruvarur,Rice,Mar-2017,1250
23139,Thiruvarur,Rice,Mar-2017,1365
23140,Thiruvarur,Rice,Apr-2017,1350
23141,Thiruvarur,Rice,Apr-2017,1430
23142,Thiruvarur,Rice,May-2017,1320
23143,Thiruvarur,Rice,Jun-2017,1285
23144,Thiruvarur,Rice,Jun-2017,1260
23145,Thiruvarur,Rice,Jul-2017,1320
23146,Thiruvarur,Rice,Aug-2017,1415
23147,Thiruvarur,Rice,Aug-2017,1430
23148,Thiruvarur,Rice,Sep-2017,1380
23149,Thiruvarur,Rice,Sep-2017,1265
